timestamp,equipment_id,equipment_type,health_score,temperature,vibration,power_consumption,is_anomaly,anomaly_reason
2026-03-27 00:00:00,Motor_001,Motor,97.85549488148422,41.57,1.9,8.66,0,
2026-03-27 00:01:00,Motor_001,Motor,98.32008540018884,50.99,2.61,8.95,0,
2026-03-27 00:02:00,Motor_001,Motor,98.25042399453339,53.47,2.3,7.86,0,
2026-03-27 00:03:00,Motor_001,Motor,97.74966286862156,49.88,2.57,8.73,0,
2026-03-27 00:04:00,Motor_001,Motor,97.84014208466488,48.22,3.56,8.83,0,
2026-03-27 00:05:00,Motor_001,Motor,97.02942155110848,33.63,3.53,7.59,0,
2026-03-27 00:06:00,Motor_001,Motor,97.45497785227462,49.95,2.41,8.35,0,
2026-03-27 00:07:00,Motor_001,Motor,97.30210918265406,43.97,2.37,7.56,0,
2026-03-27 00:08:00,Motor_001,Motor,97.62392397158378,42.81,3.39,7.13,0,
2026-03-27 00:09:00,Motor_001,Motor,97.64284984721752,46.18,1.82,7.98,0,
2026-03-27 00:10:00,Motor_001,Motor,97.84377334395838,40.65,3.31,9.44,0,
2026-03-27 00:11:00,Motor_001,Motor,97.66936325161942,43.79,2.54,8.68,0,
2026-03-27 00:12:00,Motor_001,Motor,97.84987408033422,44.52,2.16,9.25,0,
2026-03-27 00:13:00,Motor_001,Motor,97.96801187444284,36.34,2.2,8.56,0,
2026-03-27 00:14:00,Motor_001,Motor,97.73128047710678,38.93,2.1,7.66,0,
2026-03-27 00:15:00,Motor_001,Motor,97.11888700751935,52.28,2.99,9.31,0,
2026-03-27 00:16:00,Motor_001,Motor,97.97874381214969,36.18,2.99,8.74,0,
2026-03-27 00:17:00,Motor_001,Motor,97.80256708740745,37.46,3.16,7.67,0,
2026-03-27 00:18:00,Motor_001,Motor,97.93677303778878,44.96,3.28,8.99,0,
2026-03-27 00:19:00,Motor_001,Motor,97.82558495727034,43.81,2.49,8.47,0,
2026-03-27 00:20:00,Motor_001,Motor,98.51613233263105,41.13,2.23,8.79,0,
2026-03-27 00:21:00,Motor_001,Motor,98.02200461324169,34.58,2.05,8.82,0,
2026-03-27 00:22:00,Motor_001,Motor,97.01850037216323,41.36,2.46,8.59,0,
2026-03-27 00:23:00,Motor_001,Motor,97.44060101571353,43.79,2.13,9.92,0,
2026-03-27 00:24:00,Motor_001,Motor,97.13161956740026,49.97,2.75,8.24,0,
2026-03-27 00:25:00,Motor_001,Motor,98.60773025399065,51.13,1.81,9.34,0,
2026-03-27 00:26:00,Motor_001,Motor,98.32656949540655,47.04,2.34,9.87,0,
2026-03-27 00:27:00,Motor_001,Motor,98.16851521579528,38.99,3.2,9.08,0,
2026-03-27 00:28:00,Motor_001,Motor,98.16408200702477,45.24,3.29,10.01,0,
2026-03-27 00:29:00,Motor_001,Motor,98.42304627593673,41.0,2.58,9.3,0,
2026-03-27 00:30:00,Motor_001,Motor,97.21507346265227,42.43,1.45,8.9,0,
2026-03-27 00:31:00,Motor_001,Motor,97.34307992549579,39.95,2.45,8.49,0,
2026-03-27 00:32:00,Motor_001,Motor,98.1561314775428,47.97,3.09,7.83,0,
2026-03-27 00:33:00,Motor_001,Motor,97.77782225155909,44.78,3.3,6.79,0,
2026-03-27 00:34:00,Motor_001,Motor,97.49683596018211,44.16,2.82,7.64,0,
2026-03-27 00:35:00,Motor_001,Motor,98.50911811931103,43.99,2.95,9.2,0,
2026-03-27 00:36:00,Motor_001,Motor,97.36660896237989,42.24,2.86,9.17,0,
2026-03-27 00:37:00,Motor_001,Motor,98.47956552870777,44.11,2.8,8.33,0,
2026-03-27 00:38:00,Motor_001,Motor,98.27894102395021,39.34,2.83,8.69,0,
2026-03-27 00:39:00,Motor_001,Motor,97.3236152841615,44.4,2.64,7.77,0,
2026-03-27 00:40:00,Motor_001,Motor,98.29061438555587,45.25,2.67,9.21,0,
2026-03-27 00:41:00,Motor_001,Motor,98.19147460840937,46.99,1.95,8.73,0,
2026-03-27 00:42:00,Motor_001,Motor,98.19601380289942,42.98,2.55,11.26,0,
2026-03-27 00:43:00,Motor_001,Motor,98.67201979508351,38.25,2.91,7.58,0,
2026-03-27 00:44:00,Motor_001,Motor,97.52428203229061,53.23,2.08,9.24,0,
2026-03-27 00:45:00,Motor_001,Motor,97.64395360925705,40.54,2.72,8.73,0,
2026-03-27 00:46:00,Motor_001,Motor,98.20799994531244,36.84,2.32,9.86,0,
2026-03-27 00:47:00,Motor_001,Motor,97.66673300340754,54.32,2.55,7.51,0,
2026-03-27 00:48:00,Motor_001,Motor,97.98801888110434,44.76,2.29,7.62,0,
2026-03-27 00:49:00,Motor_001,Motor,97.31015736527297,42.75,2.17,8.27,0,
2026-03-27 00:50:00,Motor_001,Motor,98.1132827100228,38.76,2.34,9.08,0,
2026-03-27 00:51:00,Motor_001,Motor,96.97163603732585,43.36,2.6,9.35,0,
2026-03-27 00:52:00,Motor_001,Motor,97.30763121932492,47.51,2.8,8.2,0,
2026-03-27 00:53:00,Motor_001,Motor,97.96303134615168,43.52,2.06,8.07,0,
2026-03-27 00:54:00,Motor_001,Motor,97.68720784253411,45.44,2.29,8.45,0,
2026-03-27 00:55:00,Motor_001,Motor,98.10341469509622,45.69,2.42,9.07,0,
2026-03-27 00:56:00,Motor_001,Motor,97.54267730110348,43.67,2.22,8.36,0,
2026-03-27 00:57:00,Motor_001,Motor,97.91950128611438,47.68,2.6,8.74,0,
2026-03-27 00:58:00,Motor_001,Motor,97.57774575367917,53.1,3.0,8.7,0,
2026-03-27 00:59:00,Motor_001,Motor,96.73901374699778,41.56,2.19,7.26,0,
2026-03-27 01:00:00,Motor_001,Motor,98.10799693630054,41.7,2.46,8.79,0,
2026-03-27 01:01:00,Motor_001,Motor,97.35645279919862,39.49,1.75,8.93,0,
2026-03-27 01:02:00,Motor_001,Motor,97.9795961296159,48.07,2.58,7.15,0,
2026-03-27 01:03:00,Motor_001,Motor,98.06967454216694,47.28,2.52,8.86,0,
2026-03-27 01:04:00,Motor_001,Motor,97.45083630100342,41.97,2.71,9.75,0,
2026-03-27 01:05:00,Motor_001,Motor,97.2422543276755,44.4,3.09,9.91,0,
2026-03-27 01:06:00,Motor_001,Motor,97.9695948261618,39.94,2.92,10.02,0,
2026-03-27 01:07:00,Motor_001,Motor,97.83387343153669,46.71,2.48,7.15,0,
2026-03-27 01:08:00,Motor_001,Motor,98.18213577604905,42.66,2.33,11.11,0,
2026-03-27 01:09:00,Motor_001,Motor,97.9918943967031,47.63,2.1,7.88,0,
2026-03-27 01:10:00,Motor_001,Motor,98.07950174015288,48.32,1.89,8.32,0,
2026-03-27 01:11:00,Motor_001,Motor,97.69805683180755,43.89,2.26,7.37,0,
2026-03-27 01:12:00,Motor_001,Motor,98.09197178405451,44.69,2.99,9.58,0,
2026-03-27 01:13:00,Motor_001,Motor,98.04987265764592,43.67,2.09,8.22,0,
2026-03-27 01:14:00,Motor_001,Motor,98.36594479378452,36.91,2.31,9.06,0,
2026-03-27 01:15:00,Motor_001,Motor,97.80699989257182,46.52,2.46,9.23,0,
2026-03-27 01:16:00,Motor_001,Motor,97.42170082937358,48.99,3.0,8.31,0,
2026-03-27 01:17:00,Motor_001,Motor,97.16381983983923,38.77,2.03,8.18,0,
2026-03-27 01:18:00,Motor_001,Motor,98.23114323143142,37.53,4.11,8.31,1,vibration_spike
2026-03-27 01:19:00,Motor_001,Motor,97.80811091139273,48.3,2.06,10.29,0,
2026-03-27 01:20:00,Motor_001,Motor,98.15210681686055,44.16,3.21,7.59,0,
2026-03-27 01:21:00,Motor_001,Motor,97.81210993436946,50.91,3.24,8.42,0,
2026-03-27 01:22:00,Motor_001,Motor,98.16140602932101,49.97,1.91,8.57,0,
2026-03-27 01:23:00,Motor_001,Motor,97.6933100230493,44.15,3.0,9.83,0,
2026-03-27 01:24:00,Motor_001,Motor,97.48810229648078,39.67,2.12,9.92,0,
2026-03-27 01:25:00,Motor_001,Motor,98.04745141409624,44.02,2.94,9.84,0,
2026-03-27 01:26:00,Motor_001,Motor,97.99339667197972,48.81,1.96,7.08,0,
2026-03-27 01:27:00,Motor_001,Motor,97.134979173078,44.34,2.52,6.89,0,
2026-03-27 01:28:00,Motor_001,Motor,97.54064703967647,38.87,2.57,5.57,0,
2026-03-27 01:29:00,Motor_001,Motor,97.66699892706286,51.02,2.91,9.73,0,
2026-03-27 01:30:00,Motor_001,Motor,97.07183506077754,41.48,2.75,6.17,0,
2026-03-27 01:31:00,Motor_001,Motor,97.57316697178219,47.3,1.82,9.13,0,
2026-03-27 01:32:00,Motor_001,Motor,97.54562733405892,35.81,2.33,8.71,0,
2026-03-27 01:33:00,Motor_001,Motor,97.21683464344504,43.45,2.31,8.1,0,
2026-03-27 01:34:00,Motor_001,Motor,98.1215591071319,48.57,2.42,8.88,0,
2026-03-27 01:35:00,Motor_001,Motor,97.70893274666025,34.39,2.03,7.84,0,
2026-03-27 01:36:00,Motor_001,Motor,98.12388800384112,45.97,2.41,9.47,0,
2026-03-27 01:37:00,Motor_001,Motor,96.7200455982218,45.2,3.13,6.62,0,
2026-03-27 01:38:00,Motor_001,Motor,97.7292364927635,46.95,3.19,9.32,0,
2026-03-27 01:39:00,Motor_001,Motor,97.38621548965956,36.1,2.74,8.57,0,
2026-03-27 01:40:00,Motor_001,Motor,97.85697741238687,46.74,2.94,8.8,0,
2026-03-27 01:41:00,Motor_001,Motor,97.64815445286474,42.59,3.09,8.45,0,
