timestamp,equipment_id,equipment_type,health_score,temperature,vibration,power_consumption,is_anomaly,anomaly_reason
2026-03-24 00:00:00,Motor_001,Motor,99.73741509641093,42.14,1.19,9.32,0,
2026-03-24 00:01:00,Motor_001,Motor,99.78547124142378,41.29,1.43,9.1,0,
2026-03-24 00:02:00,Motor_001,Motor,100.0,45.61,2.2,8.79,0,
2026-03-24 00:03:00,Motor_001,Motor,99.48770672319792,44.19,2.5,8.89,0,
2026-03-24 00:04:00,Motor_001,Motor,100.0,58.89,2.61,7.49,0,
2026-03-24 00:05:00,Motor_001,Motor,100.0,42.31,2.06,8.63,0,
2026-03-24 00:06:00,Motor_001,Motor,100.0,49.47,2.4,6.99,0,
2026-03-24 00:07:00,Motor_001,Motor,99.90759385394801,42.95,2.05,8.8,0,
2026-03-24 00:08:00,Motor_001,Motor,99.95805231558114,49.86,3.25,11.87,1,power_consumption_spike
2026-03-24 00:09:00,Motor_001,Motor,99.79612926659954,44.7,3.02,8.52,0,
2026-03-24 00:10:00,Motor_001,Motor,99.24741579971189,41.05,2.39,9.0,0,
2026-03-24 00:11:00,Motor_001,Motor,100.0,46.57,2.59,9.17,0,
2026-03-24 00:12:00,Motor_001,Motor,99.81001842007647,51.37,1.17,8.1,0,
2026-03-24 00:13:00,Motor_001,Motor,100.0,44.17,1.49,9.9,0,
2026-03-24 00:14:00,Motor_001,Motor,99.15616751817156,39.64,2.55,7.84,0,
2026-03-24 00:15:00,Motor_001,Motor,100.0,43.7,2.29,8.49,0,
2026-03-24 00:16:00,Motor_001,Motor,99.4170120874433,41.12,2.1,9.91,0,
2026-03-24 00:17:00,Motor_001,Motor,99.5510822404375,45.38,2.96,9.37,0,
2026-03-24 00:18:00,Motor_001,Motor,99.80812727479803,48.25,2.77,9.12,0,
2026-03-24 00:19:00,Motor_001,Motor,99.79625899723789,40.57,2.78,9.03,0,
2026-03-24 00:20:00,Motor_001,Motor,100.0,43.38,1.78,9.8,0,
2026-03-24 00:21:00,Motor_001,Motor,100.0,51.09,2.92,7.28,0,
2026-03-24 00:22:00,Motor_001,Motor,100.0,48.67,2.12,9.27,0,
2026-03-24 00:23:00,Motor_001,Motor,100.0,49.7,2.57,7.73,0,
2026-03-24 00:24:00,Motor_001,Motor,99.86806531018881,51.05,3.87,7.09,0,
2026-03-24 00:25:00,Motor_001,Motor,99.50584902476456,49.89,2.43,9.24,0,
2026-03-24 00:26:00,Motor_001,Motor,100.0,50.23,2.04,9.21,0,
2026-03-24 00:27:00,Motor_001,Motor,100.0,53.81,2.1,8.55,0,
2026-03-24 00:28:00,Motor_001,Motor,100.0,40.2,2.95,8.8,0,
2026-03-24 00:29:00,Motor_001,Motor,99.99729983907817,49.36,2.5,9.49,0,
2026-03-24 00:30:00,Motor_001,Motor,100.0,39.24,2.58,8.46,0,
2026-03-24 00:31:00,Motor_001,Motor,99.0900742263788,46.79,2.54,8.17,0,
2026-03-24 00:32:00,Motor_001,Motor,100.0,47.75,3.69,9.86,0,
2026-03-24 00:33:00,Motor_001,Motor,99.9908826650228,47.21,2.19,6.83,0,
2026-03-24 00:34:00,Motor_001,Motor,100.0,43.33,2.66,9.45,0,
2026-03-24 00:35:00,Motor_001,Motor,100.0,53.26,3.42,7.22,0,
2026-03-24 00:36:00,Motor_001,Motor,100.0,44.9,1.85,6.51,0,
2026-03-24 00:37:00,Motor_001,Motor,100.0,51.62,2.27,10.85,0,
2026-03-24 00:38:00,Motor_001,Motor,100.0,43.99,2.82,6.6,0,
2026-03-24 00:39:00,Motor_001,Motor,99.67270982807862,55.56,2.54,8.39,0,
2026-03-24 00:40:00,Motor_001,Motor,100.0,49.42,2.19,9.45,0,
2026-03-24 00:41:00,Motor_001,Motor,100.0,47.91,2.94,7.79,0,
2026-03-24 00:42:00,Motor_001,Motor,99.36847443535908,41.65,3.28,8.09,0,
2026-03-24 00:43:00,Motor_001,Motor,99.98432701554853,49.65,2.97,9.35,0,
2026-03-24 00:44:00,Motor_001,Motor,99.67120069306962,54.56,1.6,9.7,0,
2026-03-24 00:45:00,Motor_001,Motor,100.0,48.34,2.5,10.27,0,
