timestamp,equipment_id,equipment_type,health_score,temperature,vibration,power_consumption,is_anomaly,anomaly_reason
2026-03-28 00:00:00,Motor_001,Motor,97.02884360001705,48.65,2.51,7.27,0,
2026-03-28 00:01:00,Motor_001,Motor,96.26162911293342,38.03,2.56,8.4,0,
2026-03-28 00:02:00,Motor_001,Motor,97.88181710915639,38.37,2.25,6.08,0,
2026-03-28 00:03:00,Motor_001,Motor,96.81490226140728,50.2,2.79,6.83,0,
2026-03-28 00:04:00,Motor_001,Motor,96.84435704436167,53.23,2.88,9.79,0,
2026-03-28 00:05:00,Motor_001,Motor,97.28011003959013,40.74,2.48,8.25,0,
2026-03-28 00:06:00,Motor_001,Motor,96.82833985360482,44.59,2.45,9.0,0,
2026-03-28 00:07:00,Motor_001,Motor,97.02836973215102,51.3,2.78,9.84,0,
2026-03-28 00:08:00,Motor_001,Motor,96.19916079796263,44.15,2.59,8.47,0,
2026-03-28 00:09:00,Motor_001,Motor,96.61919531433941,39.58,3.17,6.29,0,
2026-03-28 00:10:00,Motor_001,Motor,97.61535757612951,43.85,1.89,9.74,0,
2026-03-28 00:11:00,Motor_001,Motor,96.94391325380887,46.84,2.32,7.97,0,
2026-03-28 00:12:00,Motor_001,Motor,97.67874103902363,47.01,2.03,8.32,0,
2026-03-28 00:13:00,Motor_001,Motor,97.87293141852523,47.44,2.1,8.09,0,
2026-03-28 00:14:00,Motor_001,Motor,96.35360041718101,41.43,2.71,9.83,0,
2026-03-28 00:15:00,Motor_001,Motor,96.59096657269832,44.53,3.16,7.01,0,
2026-03-28 00:16:00,Motor_001,Motor,97.30448430808278,39.15,1.85,8.5,0,
2026-03-28 00:17:00,Motor_001,Motor,97.70878130334327,41.12,2.25,9.51,0,
2026-03-28 00:18:00,Motor_001,Motor,97.07911183261332,46.17,2.72,8.72,0,
2026-03-28 00:19:00,Motor_001,Motor,97.42525921518923,42.66,2.56,8.39,0,
2026-03-28 00:20:00,Motor_001,Motor,97.78644040842231,47.71,1.75,7.86,0,
2026-03-28 00:21:00,Motor_001,Motor,96.92656863602627,43.85,1.79,8.44,0,
2026-03-28 00:22:00,Motor_001,Motor,97.53996711367827,40.03,2.23,7.2,0,
2026-03-28 00:23:00,Motor_001,Motor,97.7743175756815,49.27,3.17,8.59,0,
2026-03-28 00:24:00,Motor_001,Motor,97.49852903546311,44.9,3.45,6.27,0,
2026-03-28 00:25:00,Motor_001,Motor,96.10843345377423,43.91,2.35,7.99,0,
2026-03-28 00:26:00,Motor_001,Motor,96.10032795967416,46.75,3.17,6.3,0,
